0.680375	0.566198	0.823295	-0.329554	-0.444451	-0.0452059	-0.270431	0.904459	0.271423	-0.716795	-0.967399	-0.725537	-0.686642	-0.740419	0.997849	0.0258648	0.22528	0.275105	-0.012834	-0.414966	0.05349	-0.199543	-0.433371	0.615449	-0.860489	0.0519907	-0.615572	0.780465	-0.871657	-0.0845965	-0.52344	0.804416	-0.466669	-0.249586	0.0250707	0.0632129	-0.124725	0.86162	-0.431413	0.279958	0.375723	-0.119791	0.658402	-0.542064	-0.29928	0.912937	0.314608	-0.12088	-0.203127	0.368437	
-0.0350187	0.900505	-0.70468	0.282161	0.239193	0.572004	-0.105933	-0.624934	0.112888	-0.660786	-0.793658	-0.00911187	0.969503	0.36889	0.499542	-0.411679	0.168977	-0.69522	-0.74905	-0.671796	-0.85094	-0.894941	-0.647579	0.595596	0.313127	0.278917	-0.813039	0.0404201	-0.860187	-0.0771591	0.146637	-0.896122	0.999987	0.779911	0.995598	0.74108	-0.991677	0.187784	-0.673737	0.826053	-0.281809	0.15886	0.374775	0.061616	-0.39141	0.153942	0.495619	-0.929158	0.666477	0.746543	
0.958868	0.806733	0.333761	-0.672064	0.777898	0.299414	0.258959	0.40124	-0.342446	-0.851678	-0.552687	0.0213719	-0.439916	0.438537	-0.0570331	0.888636	-0.327298	-0.130973	-0.310114	0.666487	0.350952	-0.0361284	0.424175	0.243646	-0.172033	0.347873	-0.305768	0.218212	0.461459	0.480877	0.841829	0.306261	0.0648819	-0.479006	0.37225	-0.777449	0.153381	0.333113	0.551534	-0.340716	0.968726	0.654782	-0.623598	0.917274	0.529743	-0.757714	-0.232336	0.886103	0.723834	0.587314	
-0.405423	0.819286	-0.00371215	-0.674487	0.729158	-0.0726757	-0.00804521	-0.639158	0.455101	0.206218	0.676267	-0.643585	-0.00294904	-0.723523	-0.350386	0.816969	0.673656	-0.00785116	-0.211346	0.217766	-0.69754	-0.784303	-0.272803	-0.337228	-0.145345	0.167141	0.317493	-0.0251463	0.766073	0.0354294	0.115121	0.659878	-0.511346	0.45872	0.969689	0.795121	-0.178424	0.566564	-0.412644	0.73107	-0.901675	0.972934	-0.578234	0.730362	0.00139762	-0.396474	0.618191	-0.896983	-0.0845688	0.384153	
-0.761777	0.15727	0.190091	-0.391429	-0.0468307	0.219458	0.347842	-0.532688	-0.85982	0.847456	-0.0365333	0.653539	-0.285614	-0.311498	0.318292	-0.485062	0.251928	-0.383687	-0.603959	-0.780535	0.564525	-0.599295	-0.368684	-0.538008	0.065692	0.110795	-0.239571	-0.389184	-0.47911	0.104633	0.371973	0.0999809	0.291778	0.0659197	0.236894	0.0370298	0.0959062	0.603793	-0.694248	-0.872879	-0.624767	0.106206	-0.997749	-0.389522	0.310736	-0.637678	0.108727	0.30661	0.770028	-0.685722	
0.657915	0.80834	-0.210957	0.737848	0.477919	-0.533762	0.102886	-0.0111862	0.216579	0.628277	0.314402	0.871703	0.748619	0.491899	0.550843	-0.474431	-0.0588716	0.590981	0.742563	-0.175035	0.193798	0.077113	0.158043	0.0815132	0.665218	-0.774704	0.0206981	0.628703	0.151128	-0.712036	-0.505935	-0.965087	0.147442	0.159255	-0.0452772	-0.882554	0.281533	-0.554795	0.138494	0.475877	-0.122876	0.905325	0.798172	0.155416	-0.561728	0.899641	0.768636	-0.632469	0.227148	0.809563	
0.523225	-0.336308	0.121569	0.244333	-0.0440782	-0.030511	-0.578617	0.730867	-0.252888	0.29304	-0.0258499	-0.882279	0.127235	-0.962178	-0.981853	0.00735215	0.774394	-0.653871	-0.0245586	0.278018	0.00424607	0.764409	0.798863	-0.0483887	0.893281	0.0223428	0.437333	-0.631868	-0.665669	0.25225	-0.371196	0.893849	-0.678351	-0.0763044	0.830441	0.0546907	-0.212508	-0.12683	-0.511863	0.132329	0.0570527	0.627807	-0.287234	-0.928667	-0.598106	0.0714616	0.778687	-0.317035	0.533402	0.397426	
0.808374	0.504957	0.618741	0.182221	-0.797092	-0.511703	0.178237	0.0271239	-0.887956	-0.0619	0.174022	0.16917	0.0123803	0.0530451	0.458795	-0.471656	0.0763506	0.035096	-0.588572	-0.198029	0.359808	-0.113322	0.0613605	-0.570952	-0.483777	-0.967645	0.704822	0.051971	0.0536604	-0.499579	-0.853529	0.779625	0.0471525	0.917914	-0.312081	-0.912169	-0.989848	0.0627975	0.640292	-0.0650583	-0.618033	0.846762	0.0641341	0.42271	-0.814283	0.734938	-0.0481053	0.00534742	0.157225	0.487454	
-0.807192	0.89287	-0.450207	0.619486	0.493461	-0.653399	0.521724	0.962217	-0.316921	-0.281652	0.308057	0.200984	-0.83747	-0.726088	-0.558204	0.164899	0.336651	-0.375313	0.536411	0.0467725	-0.2014	-0.0947003	-0.383506	-0.98913	0.0411901	-0.831631	0.571865	0.820453	-0.874652	0.429616	0.855732	-0.224008	0.276819	0.0788268	0.00998559	0.843102	0.578487	-0.236225	0.615919	0.0135954	0.698543	0.428863	0.0322771	0.00480253	0.00881765	0.511891	-0.721998	-0.608204	0.688562	0.00375562	
-0.374021	0.776866	-0.0404457	-0.600552	0.315286	-0.556165	0.347001	-0.715763	0.122015	0.746828	0.347992	0.365364	0.546602	0.180814	0.527528	-0.431421	0.0744206	-0.642027	-0.113915	0.295044	-0.348577	0.0953123	0.611578	-0.202449	-0.211522	0.199289	0.093444	0.762463	-0.0786967	-0.415137	-0.507858	0.0930608	0.498886	-0.0282685	0.717732	-0.413657	0.0875722	-0.422497	0.300981	-0.649174	0.919433	0.100535	-0.585487	0.0722291	-0.0683305	0.784648	0.113341	0.675972	0.347296	-0.305607	
-0.0855207	0.434183	0.0822792	-0.462632	0.386741	-0.52728	-0.56169	0.0287034	0.207472	-0.81136	0.758025	0.0425216	-0.639727	0.0995959	0.366197	-0.227403	-0.146891	0.200811	0.134377	-0.681351	-0.373626	-0.0886192	0.490017	0.123032	-0.958983	0.795766	-0.920566	-0.632398	0.132828	-0.852724	-0.182044	0.203654	0.126653	0.143789	-0.857356	-0.0496723	-0.283529	0.833702	0.145536	-0.616456	0.857355	0.641851	0.0175978	0.153579	0.255036	0.497357	0.443645	0.744057	0.222215	0.915419	
0.275612	-0.982863	-0.272545	-0.80143	0.602048	-0.663324	-0.238576	0.396193	-0.976639	-0.646599	-0.028266	0.351389	-0.448232	-0.689596	-0.554044	0.0206319	0.0915689	0.713652	-0.226661	-0.651729	0.0145332	0.834789	-0.265763	0.0347815	0.00367067	0.027165	0.23894	0.0402365	-0.51717	0.447951	0.0399654	-0.349646	0.275812	-0.512945	-0.723773	0.0600681	0.555655	-0.973677	0.490309	0.0474907	0.0607203	0.794111	-0.52913	0.478933	-0.815013	0.0742434	0.280197	-0.570518	-0.103154	-0.39484	
0.751864	0.943636	0.289024	0.597412	0.0310637	0.273313	0.728389	-0.288161	0.901771	0.152959	0.574394	0.848208	0.0360179	0.4106	0.194227	0.638203	0.0454578	0.0404532	0.551799	0.113815	-0.504075	-0.936787	0.0314572	-0.576428	0.879299	0.44308	-0.388025	0.0289592	0.568978	-0.35461	0.734643	0.709296	0.0392259	0.114583	0.813929	-0.999906	-0.384474	0.0506554	0.295095	0.4264	-0.465731	-0.371914	0.0583598	0.326503	-0.344748	-0.507049	-0.744515	0.0154194	-0.834846	0.538149	
-0.487023	-0.711064	0.601549	0.198581	0.745459	-0.928961	0.494461	0.461353	0.635494	0.0441528	-0.240251	-0.319359	-0.919826	0.136152	0.0550871	-0.775589	-0.787456	0.776696	0.336449	0.0297743	0.600259	0.432399	0.480901	-0.250051	0.0311647	0.407141	-0.987149	0.456591	0.93842	0.0247125	0.267044	-0.278172	0.0761107	0.293681	0.0123326	0.529849	-0.213805	-0.83122	0.856	0.0140348	0.053654	0.978966	-0.121585	0.159531	0.0223304	-0.109531	-0.939352	-0.225067	-0.889179	0.00194209	
